Fecha,Tipo,cantidad
,Restitución de Derechos Arancelarios,1229946.2
,Ventas,72698978.59
,uti_bruta,24848161.22
,EBIT,4571395.18
,EBITDA,4978500.85
,EBT,1456022.32
,uti_neta,1456022.32
,costo_venta,-49080763.57
,EBDA,1863127.99
,ratio_liquidez,4.919651884
,ratio_rapido,2.043645427
,ratio_cash,0.26551256
,deuda_activos,0.355360614
,deuda_patrimonio,0.656304657
,apalancamiento,1.846869437
,cobertura_int,
,DEUDA_ESTR,
,CAP_EMPL,
,mg_ebitda,
,carga_impositiva,
,carga_intereses,
,mg_bruto,
,mg_neto,
,mg_operativo,
,ROA,
,ROE,
,ROCE,
,rotacion_trabajo,
,rotacion_fijos,
,rotacion_activos,
,rotacion_cxc,
,rotacion_inventarios,
,rotacion_cxp,
,dias_inventario,
,dias_cxc,
,dias_cxp,
,ciclo_operativo,
,ciclo_caja,
,anos_d_estr,
,Generacion_T_CAJA,
,DEUDA_ESTRUCTURAL,
,deuda_ebitda,
,ventas12M,
,utinet12M,
,EBITDA12M,
2018-10-01 00:00:00,PATRIMONIO,226274191.8
,RESULTEX,-2851242.87
,ACTIVO_T,422855552.9
,PASIVO_T,199432604
,PATRIMONIO_T,223422948.9
,Activo Biológico,89570537.81
,Capital Social,69449428.39
,Cuentas por Cobrar Comerciales,21564295.07
,Cuentas por Cobrar a Relacionadas,4170039.23
,Cuentas por Pagar Comerciales,24997934.07
,Cuentas por Pagar a Relacionadas,0
,Efectivo y Equivalente de Efectivo,1739858.77
,Existencias,19980303.95
,Gastos Pagados por Anticipado y Otros Activos,9846560.18
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",133444705.4
,Instrumento Financiero Derivados,1279123.64
,Instrumentos Financieros Derivados,75270.12
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,144711751.9
,Otras Cuenta por Cobrar Largo Plazo,372718.99
,Otras Cuentas por Pagar,-6789483.15
,Otras Cuentas por Pagar Largo Plazo,16752287.72
,Parte Corriente de Activo Biológico,52372445.81
,Pasivo por Impuesto a la Renta Diferido,11625472.94
,Porcion Corriente de Obligaciones Financieras,6725736.53
,Reserva Legal,34978930.77
,Resultados Acumulados,121845832.6
,Sobregiros Bancarios,129780.32
,ACTIVO_CORR,109748773.1
,ACTIVO_NCORR,313106779.8
,PASIVO_CORR,26343091.41
,PASIVO_NCORR,173089512.6
,CxC,25734334.3
,INVENTARIOS,72352749.76
,CxP,18208450.92
,CAPEX,83405681.72
,ACT_FIJ,312734060.8
,CASH,1739858.77
,DEUDA_TOT,151567268.8
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-4153632.4
,Costo de Ventas,-48083591.38
,Depr. De Gastos de Administración,-430607.49
,Depr. De Gastos de Venta,-21571.45
,"Diferencia de Cambio, Neta",-3737166.73
,Gastos Financieros,-2041888.82
,Gastos de Administración,-11491204.42
,Gastos de Venta,-10173220.08
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,29953.66
,"Instrumentos Financieros, Netos",328059.95
,Otros Gastos,-698234.03
,Otros Gastos - NIC 41,-1709844.03
,Otros Ingresos,2549731.28
,Restitución de Derechos Arancelarios,1329660.37
,Ventas,75452312.66
,uti_bruta,24544749.25
,EBIT,2569799.03
,EBITDA,3021977.97
,EBT,-2851242.91
,uti_neta,-2851242.91
,costo_venta,-52237223.78
,EBDA,-2399063.97
,ratio_liquidez,4.166131128
,ratio_rapido,1.419576115
,ratio_cash,0.066046112
,deuda_activos,0.358437456
,deuda_patrimonio,0.6783872
,apalancamiento,1.892623631
,cobertura_int,
,DEUDA_ESTR,
,CAP_EMPL,
,mg_ebitda,
,carga_impositiva,
,carga_intereses,
,mg_bruto,
,mg_neto,
,mg_operativo,
,ROA,
,ROE,
,ROCE,
,rotacion_trabajo,
,rotacion_fijos,
,rotacion_activos,
,rotacion_cxc,
,rotacion_inventarios,
,rotacion_cxp,
,dias_inventario,
,dias_cxc,
,dias_cxp,
,ciclo_operativo,
,ciclo_caja,
,anos_d_estr,
,Generacion_T_CAJA,
,DEUDA_ESTRUCTURAL,
,deuda_ebitda,
,ventas12M,
,utinet12M,
,EBITDA12M,
2018-11-01 00:00:00,PATRIMONIO, 
,RESULTEX,-3039227.77
,ACTIVO_T,431967430.5
,PASIVO_T,208732466.5
,PATRIMONIO_T,223234964
,Activo Biológico,85814321.58
,Capital Social,69449428.39
,Cuentas por Cobrar Comerciales,38576490.88
,Cuentas por Cobrar a Relacionadas,4160099.76
,Cuentas por Pagar Comerciales,28443449.07
,Cuentas por Pagar a Relacionadas,740708.39
,Efectivo y Equivalente de Efectivo,4633870.04
,Existencias,19165788.61
,Gastos Pagados por Anticipado y Otros Activos,9718001.18
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",134093318
,Instrumento Financiero Derivados,1286302.28
,Instrumentos Financieros Derivados,75696.13
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,145252486.9
,Otras Cuenta por Cobrar Largo Plazo,372742.13
,Otras Cuentas por Pagar,-7300513.46
,Otras Cuentas por Pagar Largo Plazo,16753792.74
,Parte Corriente de Activo Biológico,45638284.66
,Pasivo por Impuesto a la Renta Diferido,11625472.94
,Porcion Corriente de Obligaciones Financieras,11832268.97
,Reserva Legal,34978930.77
,Resultados Acumulados,121845832.6
,Sobregiros Bancarios,98498.64
,ACTIVO_CORR,121968231.3
,ACTIVO_NCORR,309999199.3
,PASIVO_CORR,35100713.89
,PASIVO_NCORR,173631752.6
,CxC,42736590.64
,INVENTARIOS,64804073.27
,CxP,21883644
,CAPEX,86867517.37
,ACT_FIJ,309626457.1
,CASH,4633870.04
,DEUDA_TOT,157183254.5
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-4535085.65
,Costo de Ventas,-68613806.56
,Depr. De Gastos de Administración,-473500.72
,Depr. De Gastos de Venta,-23766.7
,"Diferencia de Cambio, Neta",-4634219.74
,Gastos Financieros,-2072521.46
,Gastos de Administración,-12822662.52
,Gastos de Venta,-12781134.76
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,35762.46
,"Instrumentos Financieros, Netos",328114.45
,Otros Gastos,-1956173.94
,Otros Gastos - NIC 41,-4850441.73
,Otros Ingresos,2587623.62
,Restitución de Derechos Arancelarios,1679361.67
,Ventas,105093223.8
,uti_bruta,33623693.26
,EBIT,3303636.51
,EBITDA,3800903.93
,EBT,-3039227.78
,uti_neta,-3039227.78
,costo_venta,-73148892.21
,EBDA,-2541960.36
,ratio_liquidez,3.47480771
,ratio_rapido,1.628575367
,ratio_cash,0.132016404
,deuda_activos,0.36387756
,deuda_patrimonio,0.704115752
,apalancamiento,1.935034829
,cobertura_int,
,DEUDA_ESTR,
,CAP_EMPL,
,mg_ebitda,
,carga_impositiva,
,carga_intereses,
,mg_bruto,
,mg_neto,
,mg_operativo,
,ROA,
,ROE,
,ROCE,
,rotacion_trabajo,
,rotacion_fijos,
,rotacion_activos,
,rotacion_cxc,
,rotacion_inventarios,
,rotacion_cxp,
,dias_inventario,
,dias_cxc,
,dias_cxp,
,ciclo_operativo,
,ciclo_caja,
,anos_d_estr,
,Generacion_T_CAJA,
,DEUDA_ESTRUCTURAL,
,deuda_ebitda,
,ventas12M,
,utinet12M,
,EBITDA12M,
2018-12-01 00:00:00,PATRIMONIO,207569218.6
,RESULTEX,-2.98023E-08
,ACTIVO_T,429225235.1
,PASIVO_T,221656016.5
,PATRIMONIO_T,207569218.6
,Activo Biológico,73482227.54
,Capital Social,69449428.39
,Cuentas por Cobrar Comerciales,55661524.47
,Cuentas por Cobrar a Relacionadas,4284388.39
,Cuentas por Pagar Comerciales,29810054.82
,Cuentas por Pagar a Relacionadas,398343.68
,Efectivo y Equivalente de Efectivo,6698990.88
,Existencias,24445936.43
,Gastos Pagados por Anticipado y Otros Activos,9369945.54
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",135346502.7
,Instrumento Financiero Derivados,1272188.75
,Instrumentos Financieros Derivados,75404.65
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,115994403.7
,Otras Cuenta por Cobrar Largo Plazo,381442.44
,Otras Cuentas por Pagar,-9067097.24
,Otras Cuentas por Pagar Largo Plazo,16772363.74
,Parte Corriente de Activo Biológico,29760054.49
,Pasivo por Impuesto a la Renta Diferido,11625472.94
,Porcion Corriente de Obligaciones Financieras,54280229.21
,Reserva Legal,34978930.77
,Resultados Acumulados,103140859.5
,Sobregiros Bancarios,570056.87
,ACTIVO_CORR,130296244.9
,ACTIVO_NCORR,298928990.2
,PASIVO_CORR,77263776.09
,PASIVO_NCORR,144392240.4
,CxC,59945912.86
,INVENTARIOS,54205990.92
,CxP,21141301.26
,CAPEX,53032468.76
,ACT_FIJ,298547547.8
,CASH,6698990.88
,DEUDA_TOT,170844689.8
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-4825138.82
,Costo de Ventas,-90857742.47
,Depr. De Gastos de Administración,-516306.25
,Depr. De Gastos de Venta,-25961.95
,"Diferencia de Cambio, Neta",-5021808.33
,Gastos Financieros,-7148566.01
,Gastos de Administración,-14533379.28
,Gastos de Venta,-18273991.24
,Impuesto a la Renta Corriente,-643206
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,42236.11
,"Instrumentos Financieros, Netos",427608.43
,Otros Gastos,-3637007.25
,Otros Gastos - NIC 41,-15909852.68
,Otros Ingresos,3724767.68
,Restitución de Derechos Arancelarios,2040967.58
,Ventas,136452407.3
,uti_bruta,42810493.58
,EBIT,-6361237.39
,EBITDA,-5818969.19
,EBT,-18061767.19
,uti_neta,-18704973.19
,costo_venta,-95682881.29
,EBDA,-18162704.99
,ratio_liquidez,1.686382047
,ratio_rapido,0.984811483
,ratio_cash,0.086702867
,deuda_activos,0.398030395
,deuda_patrimonio,0.823073339
,apalancamiento,2.067865544
,cobertura_int,2.373380935
,DEUDA_ESTR,91359771.63
,CAP_EMPL,351961459
,mg_ebitda,0.081413223
,carga_impositiva,0.973375331
,carga_intereses,0.411477706
,mg_bruto,0.34376656
,mg_neto,0.030760705
,mg_operativo,0.076801488
,ROA,0.004410055
,ROE,0.008349584
,ROCE,0.013209325
,rotacion_trabajo,0.991864322
,rotacion_fijos,0.208308952
,rotacion_activos,0.143366508
,rotacion_cxc,0.846657065
,rotacion_inventarios,0.988209983
,rotacion_cxp,5.931886421
,dias_inventario,369.3546982
,dias_cxc,431.1072514
,dias_cxp,61.53185919
,ciclo_operativo,800.4619496
,ciclo_caja,738.9300904
,anos_d_estr,31.71633779
,Generacion_T_CAJA,2253376.18
,DEUDA_ESTRUCTURAL,71468840.1
,deuda_ebitda,32.02192238
,ventas12M,
,utinet12M,
,EBITDA12M,
2019-01-01 00:00:00,PATRIMONIO,207569218.6
,RESULTEX,15137002.97
,ACTIVO_T,442579108.3
,PASIVO_T,219872886.8
,PATRIMONIO_T,222706221.6
,Activo Biológico,72589041.87
,Capital Social,69449428.39
,Cuentas por Cobrar Comerciales,79813442.67
,Cuentas por Cobrar a Relacionadas,5708129.61
,Cuentas por Pagar Comerciales,29046116.02
,Cuentas por Pagar a Relacionadas,86649.72
,Efectivo y Equivalente de Efectivo,9229618.96
,Existencias,18604911.03
,Gastos Pagados por Anticipado y Otros Activos,10596338.33
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",135098892.3
,Instrumento Financiero Derivados,1196215.05
,Instrumentos Financieros Derivados,75135.59
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,115508153.6
,Otras Cuenta por Cobrar Largo Plazo,378490.02
,Otras Cuentas por Pagar,-9254085.45
,Otras Cuentas por Pagar Largo Plazo,17441038.24
,Parte Corriente de Activo Biológico,20766290.45
,Pasivo por Impuesto a la Renta Diferido,11625472.94
,Porcion Corriente de Obligaciones Financieras,54038625.8
,Reserva Legal,34978930.77
,Resultados Acumulados,103140859.5
,Sobregiros Bancarios,184700.82
,ACTIVO_CORR,144793866.6
,ACTIVO_NCORR,297785241.7
,PASIVO_CORR,75298221.96
,PASIVO_NCORR,144574664.8
,CxC,85521572.28
,INVENTARIOS,39371201.48
,CxP,19878680.29
,CAPEX,69495644.68
,ACT_FIJ,297406751.7
,CASH,9229618.96
,DEUDA_TOT,169731480.2
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-265226.58
,Costo de Ventas,-21267378.47
,Depr. De Gastos de Administración,-42818.6
,Depr. De Gastos de Venta,-2195.25
,"Diferencia de Cambio, Neta",660325.2
,Gastos Financieros,-23985.41
,Gastos de Administración,-1225821.44
,Gastos de Venta,-4601903.61
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,670.09
,"Instrumentos Financieros, Netos",70311.14
,Otros Gastos,-1183430.99
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,51247.17
,Restitución de Derechos Arancelarios,129527.3
,Ventas,45816873.82
,uti_bruta,24413796.07
,EBIT,14429681.95
,EBITDA,14474695.8
,EBT,15137002.97
,uti_neta,15137002.97
,costo_venta,-21532605.05
,EBDA,15182016.82
,ratio_liquidez,1.922938721
,ratio_rapido,1.400068453
,ratio_cash,0.122574195
,deuda_activos,0.383505405
,deuda_patrimonio,0.76213174
,apalancamiento,1.987277702
,cobertura_int,1.973931914
,DEUDA_ESTR,75079020.11
,CAP_EMPL,367280886.4
,mg_ebitda,0.068937785
,carga_impositiva,0.952638152
,carga_intereses,0.278092
,mg_bruto,0.339872046
,mg_neto,0.017033545
,mg_operativo,0.064296685
,ROA,0.002454991
,ROE,0.004486189
,ROCE,0.010761245
,rotacion_trabajo,0.880875024
,rotacion_fijos,0.206860971
,rotacion_activos,0.14412681
,rotacion_cxc,0.857440928
,rotacion_inventarios,1.159656954
,rotacion_cxp,1.818861083
,dias_inventario,314.7482527
,dias_cxc,425.6853017
,dias_cxp,200.6750287
,ciclo_operativo,740.4335545
,ciclo_caja,539.7585258
,anos_d_estr,48.10765612
,Generacion_T_CAJA,1371876.828
,DEUDA_ESTRUCTURAL,65997778.69
,deuda_ebitda,36.24979846
,ventas12M,-0.097014754
,utinet12M,-0.411345905
,EBITDA12M,-0.405578778
2019-02-01 00:00:00,PATRIMONIO,207569218.6
,RESULTEX,8176233.79
,ACTIVO_T,426344746.5
,PASIVO_T,210599294.1
,PATRIMONIO_T,215745452.4
,Activo Biológico,74355593.9
,Capital Social,69449428.39
,Cuentas por Cobrar Comerciales,52496355.12
,Cuentas por Cobrar a Relacionadas,5678032.37
,Cuentas por Pagar Comerciales,23538162.61
,Cuentas por Pagar a Relacionadas,0.5
,Efectivo y Equivalente de Efectivo,16767305.86
,Existencias,18126202.92
,Gastos Pagados por Anticipado y Otros Activos,10561049.19
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",134816503
,Instrumento Financiero Derivados,1114956.63
,Instrumentos Financieros Derivados,74081.76
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,113919736.5
,Otras Cuenta por Cobrar Largo Plazo,375698.79
,Otras Cuentas por Pagar,-3830251.71
,Otras Cuentas por Pagar Largo Plazo,17364664.24
,Parte Corriente de Activo Biológico,23375106.09
,Pasivo por Impuesto a la Renta Diferido,11625472.94
,Porcion Corriente de Obligaciones Financieras,46629529.58
,Reserva Legal,34978930.77
,Resultados Acumulados,103140859.5
,Sobregiros Bancarios,237022.78
,ACTIVO_CORR,127078133.3
,ACTIVO_NCORR,299266613.2
,PASIVO_CORR,67689420.39
,PASIVO_NCORR,142909873.7
,CxC,58174387.49
,INVENTARIOS,41501309.01
,CxP,19707911.4
,CAPEX,59388712.92
,ACT_FIJ,298890914.4
,CASH,16767305.86
,DEUDA_TOT,160786288.9
,Cambios en el Valor Razonable de Activos Biológicos,0
,Costo de Venta - NIC 41,-530453.16
,Costo de Ventas,-24097624.62
,Depr. De Gastos de Administración,-87095.62
,Depr. De Gastos de Venta,-4548.98
,"Diferencia de Cambio, Neta",2335123.83
,Gastos Financieros,-73042.77
,Gastos de Administración,-2370213.52
,Gastos de Venta,-5796223.73
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,0
,Ingresos Financieros,1114.9
,"Instrumentos Financieros, Netos",134098.76
,Otros Gastos,-1183430.99
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,70871.96
,Restitución de Derechos Arancelarios,456531.46
,Ventas,42300317.67
,uti_bruta,18128771.35
,EBIT,5778939.07
,EBITDA,5870583.67
,EBT,8176233.79
,uti_neta,8176233.79
,costo_venta,-24628077.78
,EBDA,8267878.39
,ratio_liquidez,1.877370682
,ratio_rapido,1.264257011
,ratio_cash,0.247709402
,deuda_activos,0.377127407
,deuda_patrimonio,0.745259226
,apalancamiento,1.976147083
,cobertura_int,1.343234906
,DEUDA_ESTR,83521160.79
,CAP_EMPL,358655326.1
,mg_ebitda,0.048977167
,carga_impositiva,9.519695519
,carga_intereses,-0.002273382
,mg_bruto,0.33135742
,mg_neto,-0.000958203
,mg_operativo,0.044275368
,ROA,-0.000145322
,ROE,-0.000262768
,ROCE,0.007588916
,rotacion_trabajo,1.083866581
,rotacion_fijos,0.203826835
,rotacion_activos,0.151661064
,rotacion_cxc,1.4966182
,rotacion_inventarios,1.068822311
,rotacion_cxp,2.29993608
,dias_inventario,341.4973622
,dias_cxc,243.883176
,dias_cxp,158.7000626
,ciclo_operativo,585.3805382
,ciclo_caja,426.6804756
,anos_d_estr,337.9137679
,Generacion_T_CAJA,233990.9792
,DEUDA_ESTRUCTURAL,79068773.43
,deuda_ebitda,47.75528401
,ventas12M,-0.183034212
,utinet12M,-0.62550014
,EBITDA12M,-0.726891291
2019-03-01 00:00:00,PATRIMONIO,196966739.9
,RESULTEX,5583646.84
,ACTIVO_T,383424685.1
,PASIVO_T,180874298.4
,PATRIMONIO_T,202550386.7
,Activo Biológico,75497793.41
,Capital Social,92599237.39
,Cuentas por Cobrar Comerciales,19605897.5
,Cuentas por Cobrar a Relacionadas,5851446.13
,Cuentas por Pagar Comerciales,15234959.74
,Cuentas por Pagar a Relacionadas,32038.06
,Efectivo y Equivalente de Efectivo,14455442.67
,Existencias,13763707.29
,Gastos Pagados por Anticipado y Otros Activos,10663658.47
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",135613282.5
,Instrumento Financiero Derivados,1142286.88
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,89718817.53
,Obligaciones Financieras,107655777.6
,Otras Cuenta por Cobrar Largo Plazo,374090.25
,Otras Cuentas por Pagar,-4475470.24
,Otras Cuentas por Pagar Largo Plazo,17374078.22
,Parte Corriente de Activo Biológico,17880549.34
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,38949085.48
,Reserva Legal,12032123.59
,Resultados Acumulados,92335378.89
,Sobregiros Bancarios,316197.14
,ACTIVO_CORR,82220701.4
,ACTIVO_NCORR,301203983.7
,PASIVO_CORR,51199097.06
,PASIVO_NCORR,129675201.3
,CxC,25457343.63
,INVENTARIOS,31644256.63
,CxP,10791527.56
,CAPEX,31021604.34
,ACT_FIJ,300829893.4
,CASH,14455442.67
,DEUDA_TOT,146921060.2
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-795679.74
,Costo de Ventas,-29617325.69
,Depr. De Gastos de Administración,-131329.83
,Depr. De Gastos de Venta,-6902.71
,"Diferencia de Cambio, Neta",1819589.89
,Gastos Financieros,-1640573.52
,Gastos de Administración,-3563821.53
,Gastos de Venta,-6069858.82
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,9614.06
,"Instrumentos Financieros, Netos",37588.59
,Otros Gastos,-1183430.99
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,285760.5
,Restitución de Derechos Arancelarios,1101834.15
,Ventas,39044587.44
,uti_bruta,12026075.15
,EBIT,-1622699.63
,EBITDA,-1484467.09
,EBT,-1396480.61
,uti_neta,5583646.84
,costo_venta,-30413005.43
,EBDA,5721879.38
,ratio_liquidez,1.605901395
,ratio_rapido,0.987838608
,ratio_cash,0.282337844
,deuda_activos,0.383181016
,deuda_patrimonio,0.725355614
,apalancamiento,1.892984216
,cobertura_int,1.10435923
,DEUDA_ESTR,98653596.95
,CAP_EMPL,332225588
,mg_ebitda,0.041070244
,carga_impositiva,-0.156712877
,carga_intereses,-0.201114973
,mg_bruto,0.331407896
,mg_neto,0.001145926
,mg_operativo,0.036358612
,ROA,0.000187215
,ROE,0.000324644
,ROCE,0.006472798
,rotacion_trabajo,1.455073871
,rotacion_fijos,0.20306906
,rotacion_activos,0.163374281
,rotacion_cxc,3.705007421
,rotacion_inventarios,1.162110786
,rotacion_cxp,4.114690317
,dias_inventario,314.0836522
,dias_cxc,98.51532224
,dias_cxp,88.70655429
,ciclo_operativo,412.5989744
,ciclo_caja,323.8924201
,anos_d_estr,239.0239483
,Generacion_T_CAJA,365709.6042
,DEUDA_ESTRUCTURAL,87413353.54
,deuda_ebitda,52.56468229
,ventas12M,-0.021216026
,utinet12M,0.393678132
,EBITDA12M,-1.331288045
2019-04-01 00:00:00,PATRIMONIO,146855239.9
,RESULTEX,-1940204.05
,ACTIVO_T,316881729.6
,PASIVO_T,171966693.7
,PATRIMONIO_T,144915035.8
,Activo Biológico,75497793.41
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,7860148.69
,Cuentas por Cobrar a Relacionadas,5974719.24
,Cuentas por Pagar Comerciales,11982842.97
,Cuentas por Pagar a Relacionadas,8242.62
,Efectivo y Equivalente de Efectivo,10407077.17
,Existencias,12878367.29
,Gastos Pagados por Anticipado y Otros Activos,10475785.92
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",137061313.7
,Instrumento Financiero Derivados,1142286.88
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39607317.53
,Obligaciones Financieras,107655777.6
,Otras Cuenta por Cobrar Largo Plazo,374090.25
,Otras Cuentas por Pagar,-5267015.98
,Otras Cuentas por Pagar Largo Plazo,17424253.22
,Parte Corriente de Activo Biológico,16745116.33
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,34210367.29
,Reserva Legal,12032123.59
,Resultados Acumulados,65373687.99
,Sobregiros Bancarios,164593.67
,ACTIVO_CORR,64341214.64
,ACTIVO_NCORR,252540514.9
,PASIVO_CORR,42241317.45
,PASIVO_NCORR,129725376.3
,CxC,13834867.93
,INVENTARIOS,29623483.62
,CxP,6724069.61
,CAPEX,22099897.19
,ACT_FIJ,252166424.7
,CASH,10407077.17
,DEUDA_TOT,142030738.5
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1060906.32
,Costo de Ventas,-30087989.07
,Depr. De Gastos de Administración,-175311.24
,Depr. De Gastos de Venta,-9256.44
,"Diferencia de Cambio, Neta",1986963.45
,Gastos Financieros,-1980916.95
,Gastos de Administración,-5271121.03
,Gastos de Venta,-6207392.08
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,10785.49
,"Instrumentos Financieros, Netos",486424.03
,Otros Gastos,-1183430.99
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,369022.6
,Restitución de Derechos Arancelarios,1272208.84
,Ventas,39784345.09
,uti_bruta,12200317.53
,EBIT,-3256363.05
,EBITDA,-3071795.37
,EBT,-2753107.03
,uti_neta,4227020.42
,costo_venta,-31148895.39
,EBDA,4411588.1
,ratio_liquidez,1.523182006
,ratio_rapido,0.821890346
,ratio_cash,0.246371984
,deuda_activos,0.448213719
,deuda_patrimonio,0.980096632
,apalancamiento,2.186672541
,cobertura_int,0.842664233
,DEUDA_ESTR,107625479.1
,CAP_EMPL,274640412.1
,mg_ebitda,0.032645617
,carga_impositiva,-0.288447006
,carga_intereses,-0.494499247
,mg_bruto,0.331935485
,mg_neto,0.003982917
,mg_operativo,0.02792348
,ROA,0.000703311
,ROE,0.001341435
,ROCE,0.005360695
,rotacion_trabajo,1.501608848
,rotacion_fijos,0.220385046
,rotacion_activos,0.176581862
,rotacion_cxc,6.003268077
,rotacion_inventarios,1.130622387
,rotacion_cxp,5.775613385
,dias_inventario,322.8310391
,dias_cxc,60.80021671
,dias_cxp,63.19675083
,ciclo_operativo,383.6312558
,ciclo_caja,320.434505
,anos_d_estr,180.795077
,Generacion_T_CAJA,542995.795
,DEUDA_ESTRUCTURAL,98170966.58
,deuda_ebitda,68.23234027
,ventas12M,-0.016823166
,utinet12M,1.008809053
,EBITDA12M,-1.941631207
2019-05-01 00:00:00,PATRIMONIO,146855239.9
,RESULTEX,1403411.9
,ACTIVO_T,340280184.6
,PASIVO_T,192021532.8
,PATRIMONIO_T,148258651.8
,Activo Biológico,77429379.21
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,7983476.59
,Cuentas por Cobrar a Relacionadas,5881466.26
,Cuentas por Pagar Comerciales,13100514.71
,Cuentas por Pagar a Relacionadas,18080.81
,Efectivo y Equivalente de Efectivo,21760467.69
,Existencias,15409574.05
,Gastos Pagados por Anticipado y Otros Activos,10454749.78
,Impuestos por Recuperar,0
,"Inmueble, Maquinaria y Equipo, Neto",138364407.1
,Instrumento Financiero Derivados,748625.38
,Instrumentos Financieros Derivados,0
,Inversiónes Mobiliarias,39607317.53
,Obligaciones Financieras,127513777.9
,Otras Cuenta por Cobrar Largo Plazo,375883.53
,Otras Cuentas por Pagar,-6113060.37
,Otras Cuentas por Pagar Largo Plazo,17277829.37
,Parte Corriente de Activo Biológico,23013462.9
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,34608916.91
,Reserva Legal,12032123.59
,Resultados Acumulados,65373687.99
,Sobregiros Bancarios,221502.6
,ACTIVO_CORR,84503197.27
,ACTIVO_NCORR,255776987.3
,PASIVO_CORR,42584580.04
,PASIVO_NCORR,149436952.8
,CxC,13864942.85
,INVENTARIOS,38423036.95
,CxP,7005535.15
,CAPEX,41918617.23
,ACT_FIJ,255401103.8
,CASH,21760467.69
,DEUDA_TOT,162344197.4
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1326132.9
,Costo de Ventas,-30647282.5
,Depr. De Gastos de Administración,-219093.48
,Depr. De Gastos de Venta,-11610.17
,"Diferencia de Cambio, Neta",34450.18
,Gastos Financieros,-2090969.97
,Gastos de Administración,-6389957.16
,Gastos de Venta,-6317560.35
,Impuesto a la Renta Corriente,0
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,10794.09
,"Instrumentos Financieros, Netos",423535.33
,Otros Gastos,-1184540.19
,Otros Gastos - NIC 41,-2979191.4
,Otros Ingresos,458045.52
,Restitución de Derechos Arancelarios,1864024.59
,Ventas,40506113.87
,uti_bruta,12689382.05
,EBIT,-3954525.18
,EBITDA,-3723821.53
,EBT,-5576715.55
,uti_neta,1403411.9
,costo_venta,-31973415.4
,EBDA,1634115.55
,ratio_liquidez,1.984361409
,ratio_rapido,1.082085588
,ratio_cash,0.510994066
,deuda_activos,0.477089777
,deuda_patrimonio,1.095006568
,apalancamiento,2.295179273
,cobertura_int,0.632833198
,DEUDA_ESTR,107518335.6
,CAP_EMPL,297695604.6
,mg_ebitda,0.025878139
,carga_impositiva,-0.340944857
,carga_intereses,-0.956750076
,mg_bruto,0.333846353
,mg_neto,0.006898132
,mg_operativo,0.021147006
,ROA,0.001170239
,ROE,0.002314442
